时间步长,经度,纬度,平均温度
3,112.98172200524152,24.797957358496248,12.5
3,112.84005533857471,24.789624025162915,16.1
3,112.84838867190808,24.789624025162915,15.3
3,112.8567220052414,24.789624025162915,14.3
3,112.86505533857476,24.789624025162915,14.2
3,112.87338867190807,24.789624025162915,13.7
3,112.88172200524144,24.789624025162915,13.1
3,112.89005533857475,24.789624025162915,12.7
3,112.89838867190812,24.789624025162915,12.8
3,112.90672200524143,24.789624025162915,12.7
3,112.9150553385748,24.789624025162915,12.2
3,112.92338867190811,24.789624025162915,11.4
3,112.93172200524148,24.789624025162915,11.0
3,112.9400553385748,24.789624025162915,11.0
3,112.94838867190816,24.789624025162915,11.1
3,112.95672200524147,24.789624025162915,11.6
3,112.96505533857484,24.789624025162915,12.0
3,112.97338867190815,24.789624025162915,12.6
3,112.98172200524152,24.789624025162915,13.2
3,112.84005533857471,24.781290691829582,16.2
3,112.84838867190808,24.781290691829582,15.6
3,112.8567220052414,24.781290691829582,15.1
3,112.86505533857476,24.781290691829582,14.5
3,112.87338867190807,24.781290691829582,13.6
3,112.88172200524144,24.781290691829582,13.2
3,112.89005533857475,24.781290691829582,13.6
3,112.89838867190812,24.781290691829582,13.6
3,112.90672200524143,24.781290691829582,12.9
3,112.9150553385748,24.781290691829582,12.4
3,112.92338867190811,24.781290691829582,12.4
3,112.93172200524148,24.781290691829582,12.3
3,112.9400553385748,24.781290691829582,11.9
3,112.94838867190816,24.781290691829582,11.3
3,112.95672200524147,24.781290691829582,11.6
3,112.96505533857484,24.781290691829582,11.9
3,112.97338867190815,24.781290691829582,12.5
3,112.98172200524152,24.781290691829582,13.4
3,112.84005533857471,24.77295735849625,16.3
3,112.84838867190808,24.77295735849625,15.8
3,112.8567220052414,24.77295735849625,15.4
3,112.86505533857476,24.77295735849625,14.8
3,112.87338867190807,24.77295735849625,14.2
3,112.88172200524144,24.77295735849625,14.5
3,112.89005533857475,24.77295735849625,14.4
3,112.89838867190812,24.77295735849625,13.9
3,112.90672200524143,24.77295735849625,13.6
3,112.9150553385748,24.77295735849625,13.4
3,112.92338867190811,24.77295735849625,12.8
3,112.93172200524148,24.77295735849625,12.2
3,112.9400553385748,24.77295735849625,11.4
3,112.94838867190816,24.77295735849625,11.4
3,112.95672200524147,24.77295735849625,12.1
3,112.96505533857484,24.77295735849625,12.6
3,112.97338867190815,24.77295735849625,13.0
3,112.98172200524152,24.77295735849625,13.4
3,112.84838867190808,24.76462402516292,15.9
3,112.8567220052414,24.76462402516292,15.7
3,112.86505533857476,24.76462402516292,15.5
3,112.87338867190807,24.76462402516292,15.1
3,112.88172200524144,24.76462402516292,14.6
3,112.89005533857475,24.76462402516292,14.0
3,112.89838867190812,24.76462402516292,13.5
3,112.90672200524143,24.76462402516292,12.9
3,112.9150553385748,24.76462402516292,12.4
3,112.92338867190811,24.76462402516292,12.0
3,112.93172200524148,24.76462402516292,11.3
3,112.9400553385748,24.76462402516292,11.0
3,112.94838867190816,24.76462402516292,11.2
3,112.95672200524147,24.76462402516292,11.8
3,112.96505533857484,24.76462402516292,12.3
3,112.97338867190815,24.76462402516292,12.7
3,112.98172200524152,24.76462402516292,13.3
3,112.84838867190808,24.756290691829584,15.7
3,112.8567220052414,24.756290691829584,15.1
3,112.86505533857476,24.756290691829584,15.2
3,112.87338867190807,24.756290691829584,14.8
3,112.88172200524144,24.756290691829584,14.1
3,112.89005533857475,24.756290691829584,13.3
3,112.89838867190812,24.756290691829584,13.0
3,112.90672200524143,24.756290691829584,12.3
3,112.9150553385748,24.756290691829584,11.7
3,112.92338867190811,24.756290691829584,11.5
3,112.93172200524148,24.756290691829584,11.3
3,112.9400553385748,24.756290691829584,11.7
3,112.94838867190816,24.756290691829584,12.0
3,112.95672200524147,24.756290691829584,12.4
3,112.96505533857484,24.756290691829584,12.7
3,112.97338867190815,24.756290691829584,13.3
3,112.98172200524152,24.756290691829584,13.5
3,112.84838867190808,24.74795735849625,15.1
3,112.8567220052414,24.74795735849625,14.3
3,112.86505533857476,24.74795735849625,14.2
3,112.87338867190807,24.74795735849625,13.9
3,112.88172200524144,24.74795735849625,13.8
3,112.89005533857475,24.74795735849625,13.4
3,112.89838867190812,24.74795735849625,13.1
3,112.90672200524143,24.74795735849625,12.9
3,112.9150553385748,24.74795735849625,12.6
3,112.92338867190811,24.74795735849625,12.1
3,112.93172200524148,24.74795735849625,11.8
3,112.9400553385748,24.74795735849625,12.0
3,112.94838867190816,24.74795735849625,12.3
3,112.95672200524147,24.74795735849625,12.6
3,112.96505533857484,24.74795735849625,13.1
3,112.97338867190815,24.74795735849625,13.5
3,112.98172200524152,24.74795735849625,13.7
3,112.8567220052414,24.73962402516292,14.1
3,112.86505533857476,24.73962402516292,13.1
3,112.87338867190807,24.73962402516292,12.5
3,112.88172200524144,24.73962402516292,12.3
3,112.89005533857475,24.73962402516292,12.6
3,112.89838867190812,24.73962402516292,12.8
3,112.90672200524143,24.73962402516292,12.6
3,112.9150553385748,24.73962402516292,12.2
3,112.92338867190811,24.73962402516292,12.2
3,112.93172200524148,24.73962402516292,11.7
3,112.9400553385748,24.73962402516292,11.6
3,112.94838867190816,24.73962402516292,12.0
3,112.95672200524147,24.73962402516292,12.6
3,112.96505533857484,24.73962402516292,13.1
3,112.97338867190815,24.73962402516292,13.6
3,112.98172200524152,24.73962402516292,13.9
3,112.99005533857483,24.73962402516292,13.9
3,112.9983886719082,24.73962402516292,14.0
3,112.8567220052414,24.731290691829585,13.8
3,112.86505533857476,24.731290691829585,13.0
3,112.87338867190807,24.731290691829585,11.9
3,112.88172200524144,24.731290691829585,11.3
3,112.89005533857475,24.731290691829585,11.4
3,112.89838867190812,24.731290691829585,11.6
3,112.90672200524143,24.731290691829585,11.9
3,112.9150553385748,24.731290691829585,11.8
3,112.92338867190811,24.731290691829585,11.5
3,112.93172200524148,24.731290691829585,11.7
3,112.9400553385748,24.731290691829585,12.1
3,112.94838867190816,24.731290691829585,12.5
3,112.95672200524147,24.731290691829585,12.9
3,112.96505533857484,24.731290691829585,13.3
3,112.97338867190815,24.731290691829585,13.5
3,112.98172200524152,24.731290691829585,13.6
3,112.99005533857483,24.731290691829585,13.8
3,112.9983886719082,24.731290691829585,14.0
3,113.00672200524151,24.731290691829585,14.2
3,112.8567220052414,24.72295735849625,13.5
3,112.86505533857476,24.72295735849625,12.6
3,112.87338867190807,24.72295735849625,11.8
3,112.88172200524144,24.72295735849625,11.0
3,112.89005533857475,24.72295735849625,10.7
3,112.89838867190812,24.72295735849625,10.8
3,112.90672200524143,24.72295735849625,10.9
3,112.9150553385748,24.72295735849625,11.3
3,112.92338867190811,24.72295735849625,11.3
3,112.93172200524148,24.72295735849625,11.5
3,112.9400553385748,24.72295735849625,11.8
3,112.94838867190816,24.72295735849625,12.2
3,112.95672200524147,24.72295735849625,12.6
3,112.96505533857484,24.72295735849625,13.1
3,112.97338867190815,24.72295735849625,13.4
3,112.98172200524152,24.72295735849625,13.7
3,112.99005533857483,24.72295735849625,13.6
3,112.9983886719082,24.72295735849625,13.8
3,113.00672200524151,24.72295735849625,14.1
3,112.84838867190808,24.71462402516292,14.6
3,112.8567220052414,24.71462402516292,13.8
3,112.86505533857476,24.71462402516292,12.9
3,112.87338867190807,24.71462402516292,11.9
3,112.88172200524144,24.71462402516292,11.0
3,112.89005533857475,24.71462402516292,10.7
3,112.89838867190812,24.71462402516292,10.5
3,112.90672200524143,24.71462402516292,11.2
3,112.9150553385748,24.71462402516292,11.5
3,112.92338867190811,24.71462402516292,11.8
3,112.93172200524148,24.71462402516292,12.0
3,112.9400553385748,24.71462402516292,12.2
3,112.94838867190816,24.71462402516292,12.6
3,112.95672200524147,24.71462402516292,13.0
3,112.96505533857484,24.71462402516292,13.4
3,112.97338867190815,24.71462402516292,13.7
3,112.98172200524152,24.71462402516292,13.9
3,112.99005533857483,24.71462402516292,13.9
3,112.9983886719082,24.71462402516292,13.9
3,113.00672200524151,24.71462402516292,14.1
3,112.84838867190808,24.706290691829587,15.1
3,112.8567220052414,24.706290691829587,14.6
3,112.86505533857476,24.706290691829587,13.9
3,112.87338867190807,24.706290691829587,13.4
3,112.88172200524144,24.706290691829587,12.3
3,112.89005533857475,24.706290691829587,11.5
3,112.89838867190812,24.706290691829587,10.6
3,112.90672200524143,24.706290691829587,10.6
3,112.9150553385748,24.706290691829587,11.2
3,112.92338867190811,24.706290691829587,11.7
3,112.93172200524148,24.706290691829587,12.0
3,112.9400553385748,24.706290691829587,12.2
3,112.94838867190816,24.706290691829587,12.4
3,112.95672200524147,24.706290691829587,13.1
3,112.96505533857484,24.706290691829587,13.5
3,112.97338867190815,24.706290691829587,13.5
3,112.98172200524152,24.706290691829587,14.0
3,112.99005533857483,24.706290691829587,14.0
3,112.9983886719082,24.706290691829587,14.1
3,113.00672200524151,24.706290691829587,14.2
3,113.01505533857488,24.706290691829587,14.3
3,112.8567220052414,24.697957358496254,15.1
3,112.86505533857476,24.697957358496254,14.8
3,112.87338867190807,24.697957358496254,14.1
3,112.88172200524144,24.697957358496254,13.1
3,112.89005533857475,24.697957358496254,11.9
3,112.89838867190812,24.697957358496254,10.8
3,112.90672200524143,24.697957358496254,10.8
3,112.9150553385748,24.697957358496254,11.5
3,112.92338867190811,24.697957358496254,11.8
3,112.93172200524148,24.697957358496254,12.2
3,112.9400553385748,24.697957358496254,12.5
3,112.94838867190816,24.697957358496254,12.7
3,112.95672200524147,24.697957358496254,13.2
3,112.96505533857484,24.697957358496254,13.8
3,112.97338867190815,24.697957358496254,14.0
3,112.98172200524152,24.697957358496254,14.2
3,112.99005533857483,24.697957358496254,14.4
3,112.9983886719082,24.697957358496254,14.4
3,113.00672200524151,24.697957358496254,14.3
3,113.01505533857488,24.697957358496254,14.3
3,112.95672200524147,24.68962402516292,13.2
3,112.96505533857484,24.68962402516292,13.6
3,112.97338867190815,24.68962402516292,14.0
3,112.98172200524152,24.68962402516292,14.3
4,112.88172200524144,24.839624025162912,16.6
4,112.89005533857475,24.839624025162912,16.0
4,112.88172200524144,24.83129069182958,16.7
4,112.89005533857475,24.83129069182958,16.2
4,112.89838867190812,24.83129069182958,15.1
4,112.90672200524143,24.83129069182958,14.8
4,112.9150553385748,24.83129069182958,14.6
4,112.88172200524144,24.822957358496247,16.7
4,112.89005533857475,24.822957358496247,16.1
4,112.89838867190812,24.822957358496247,15.3
4,112.90672200524143,24.822957358496247,14.3
4,112.9150553385748,24.822957358496247,13.9
4,112.92338867190811,24.822957358496247,13.6
4,112.93172200524148,24.822957358496247,13.1
4,112.9400553385748,24.822957358496247,12.7
4,112.94838867190816,24.822957358496247,12.2
4,112.95672200524147,24.822957358496247,12.8
4,112.96505533857484,24.822957358496247,13.4
4,112.88172200524144,24.814624025162917,16.7
4,112.89005533857475,24.814624025162917,15.9
4,112.89838867190812,24.814624025162917,15.5
4,112.90672200524143,24.814624025162917,14.6
4,112.9150553385748,24.814624025162917,13.8
4,112.92338867190811,24.814624025162917,13.2
4,112.93172200524148,24.814624025162917,12.8
4,112.9400553385748,24.814624025162917,12.8
4,112.94838867190816,24.814624025162917,12.6
4,112.95672200524147,24.814624025162917,12.8
4,112.96505533857484,24.814624025162917,13.4
4,112.97338867190815,24.814624025162917,13.7
4,112.87338867190807,24.80629069182958,17.2
4,112.88172200524144,24.80629069182958,16.8
4,112.89005533857475,24.80629069182958,16.4
4,112.89838867190812,24.80629069182958,15.7
4,112.90672200524143,24.80629069182958,15.1
4,112.9150553385748,24.80629069182958,14.6
4,112.92338867190811,24.80629069182958,14.0
4,112.93172200524148,24.80629069182958,13.7
4,112.9400553385748,24.80629069182958,13.0
4,112.94838867190816,24.80629069182958,12.7
4,112.95672200524147,24.80629069182958,12.3
4,112.96505533857484,24.80629069182958,12.6
4,112.97338867190815,24.80629069182958,13.1
4,112.98172200524152,24.80629069182958,13.7
4,112.84838867190808,24.797957358496248,17.2
4,112.8567220052414,24.797957358496248,16.5
4,112.86505533857476,24.797957358496248,16.6
4,112.87338867190807,24.797957358496248,16.2
4,112.88172200524144,24.797957358496248,15.6
4,112.89005533857475,24.797957358496248,15.4
4,112.89838867190812,24.797957358496248,14.7
4,112.90672200524143,24.797957358496248,14.0
4,112.9150553385748,24.797957358496248,13.6
4,112.92338867190811,24.797957358496248,13.5
4,112.93172200524148,24.797957358496248,12.7
4,112.9400553385748,24.797957358496248,12.7
4,112.94838867190816,24.797957358496248,12.4
4,112.95672200524147,24.797957358496248,12.4
4,112.96505533857484,24.797957358496248,13.2
4,112.97338867190815,24.797957358496248,13.8
4,112.98172200524152,24.797957358496248,14.0
4,112.84005533857471,24.789624025162915,17.8
4,112.84838867190808,24.789624025162915,17.0
4,112.8567220052414,24.789624025162915,15.8
4,112.86505533857476,24.789624025162915,15.7
4,112.87338867190807,24.789624025162915,15.2
4,112.88172200524144,24.789624025162915,14.6
4,112.89005533857475,24.789624025162915,14.1
4,112.89838867190812,24.789624025162915,14.3
4,112.90672200524143,24.789624025162915,14.2
4,112.9150553385748,24.789624025162915,13.7
4,112.92338867190811,24.789624025162915,12.9
4,112.93172200524148,24.789624025162915,12.4
4,112.9400553385748,24.789624025162915,12.4
4,112.94838867190816,24.789624025162915,12.5
4,112.95672200524147,24.789624025162915,13.0
4,112.96505533857484,24.789624025162915,13.5
4,112.97338867190815,24.789624025162915,14.2
4,112.98172200524152,24.789624025162915,14.8
4,112.84005533857471,24.781290691829582,17.9
4,112.84838867190808,24.781290691829582,17.2
4,112.8567220052414,24.781290691829582,16.7
4,112.86505533857476,24.781290691829582,16.0
4,112.87338867190807,24.781290691829582,15.0
4,112.88172200524144,24.781290691829582,14.6
4,112.89005533857475,24.781290691829582,15.2
4,112.89838867190812,24.781290691829582,15.2
4,112.90672200524143,24.781290691829582,14.4
4,112.9150553385748,24.781290691829582,13.9
4,112.92338867190811,24.781290691829582,13.9
4,112.93172200524148,24.781290691829582,13.8
4,112.9400553385748,24.781290691829582,13.4
4,112.94838867190816,24.781290691829582,12.7
4,112.95672200524147,24.781290691829582,13.0
4,112.96505533857484,24.781290691829582,13.4
4,112.97338867190815,24.781290691829582,14.1
4,112.98172200524152,24.781290691829582,15.0
4,112.84005533857471,24.77295735849625,18.0
4,112.84838867190808,24.77295735849625,17.4
4,112.8567220052414,24.77295735849625,16.9
4,112.86505533857476,24.77295735849625,16.4
4,112.87338867190807,24.77295735849625,15.8
4,112.88172200524144,24.77295735849625,16.1
4,112.89005533857475,24.77295735849625,16.0
4,112.89838867190812,24.77295735849625,15.5
4,112.90672200524143,24.77295735849625,15.2
4,112.9150553385748,24.77295735849625,15.0
4,112.92338867190811,24.77295735849625,14.4
4,112.93172200524148,24.77295735849625,13.7
4,112.9400553385748,24.77295735849625,12.9
4,112.94838867190816,24.77295735849625,12.8
4,112.95672200524147,24.77295735849625,13.6
4,112.96505533857484,24.77295735849625,14.2
4,112.97338867190815,24.77295735849625,14.6
4,112.98172200524152,24.77295735849625,15.1
4,112.84838867190808,24.76462402516292,17.5
4,112.8567220052414,24.76462402516292,17.4
4,112.86505533857476,24.76462402516292,17.1
4,112.87338867190807,24.76462402516292,16.7
4,112.88172200524144,24.76462402516292,16.3
4,112.89005533857475,24.76462402516292,15.6
4,112.89838867190812,24.76462402516292,15.1
4,112.90672200524143,24.76462402516292,14.5
4,112.9150553385748,24.76462402516292,13.9
4,112.92338867190811,24.76462402516292,13.4
4,112.93172200524148,24.76462402516292,12.6
4,112.9400553385748,24.76462402516292,12.4
4,112.94838867190816,24.76462402516292,12.6
4,112.95672200524147,24.76462402516292,13.2
4,112.96505533857484,24.76462402516292,13.9
4,112.97338867190815,24.76462402516292,14.3
4,112.98172200524152,24.76462402516292,15.0
4,112.84838867190808,24.756290691829584,17.3
4,112.8567220052414,24.756290691829584,16.7
4,112.86505533857476,24.756290691829584,16.9
4,112.87338867190807,24.756290691829584,16.4
4,112.88172200524144,24.756290691829584,15.7
4,112.89005533857475,24.756290691829584,14.8
4,112.89838867190812,24.756290691829584,14.5
4,112.90672200524143,24.756290691829584,13.8
4,112.9150553385748,24.756290691829584,13.2
4,112.92338867190811,24.756290691829584,12.9
4,112.93172200524148,24.756290691829584,12.7
4,112.9400553385748,24.756290691829584,13.1
4,112.94838867190816,24.756290691829584,13.4
4,112.95672200524147,24.756290691829584,13.9
4,112.96505533857484,24.756290691829584,14.3
4,112.97338867190815,24.756290691829584,14.9
4,112.98172200524152,24.756290691829584,15.2
4,112.84838867190808,24.74795735849625,16.6
4,112.8567220052414,24.74795735849625,15.8
4,112.86505533857476,24.74795735849625,15.8
4,112.87338867190807,24.74795735849625,15.5
4,112.88172200524144,24.74795735849625,15.4
4,112.89005533857475,24.74795735849625,15.0
4,112.89838867190812,24.74795735849625,14.7
4,112.90672200524143,24.74795735849625,14.5
4,112.9150553385748,24.74795735849625,14.2
4,112.92338867190811,24.74795735849625,13.6
4,112.93172200524148,24.74795735849625,13.3
4,112.9400553385748,24.74795735849625,13.4
4,112.94838867190816,24.74795735849625,13.8
4,112.95672200524147,24.74795735849625,14.2
4,112.96505533857484,24.74795735849625,14.7
4,112.97338867190815,24.74795735849625,15.2
4,112.98172200524152,24.74795735849625,15.4
4,112.8567220052414,24.73962402516292,15.6
4,112.86505533857476,24.73962402516292,14.6
4,112.87338867190807,24.73962402516292,13.9
4,112.88172200524144,24.73962402516292,13.8
4,112.89005533857475,24.73962402516292,14.1
4,112.89838867190812,24.73962402516292,14.4
4,112.90672200524143,24.73962402516292,14.1
4,112.9150553385748,24.73962402516292,13.7
4,112.92338867190811,24.73962402516292,13.7
4,112.93172200524148,24.73962402516292,13.1
4,112.9400553385748,24.73962402516292,13.0
4,112.94838867190816,24.73962402516292,13.5
4,112.95672200524147,24.73962402516292,14.1
4,112.96505533857484,24.73962402516292,14.7
4,112.97338867190815,24.73962402516292,15.3
4,112.98172200524152,24.73962402516292,15.6
4,112.99005533857483,24.73962402516292,15.6
4,112.9983886719082,24.73962402516292,15.7
4,112.8567220052414,24.731290691829585,15.2
4,112.86505533857476,24.731290691829585,14.5
4,112.87338867190807,24.731290691829585,13.3
4,112.88172200524144,24.731290691829585,12.7
4,112.89005533857475,24.731290691829585,12.8
4,112.89838867190812,24.731290691829585,13.1
4,112.90672200524143,24.731290691829585,13.4
4,112.9150553385748,24.731290691829585,13.3
4,112.92338867190811,24.731290691829585,13.0
4,112.93172200524148,24.731290691829585,13.2
4,112.9400553385748,24.731290691829585,13.6
4,112.94838867190816,24.731290691829585,14.0
4,112.95672200524147,24.731290691829585,14.5
4,112.96505533857484,24.731290691829585,14.9
4,112.97338867190815,24.731290691829585,15.1
4,112.98172200524152,24.731290691829585,15.2
4,112.99005533857483,24.731290691829585,15.5
4,112.9983886719082,24.731290691829585,15.7
4,113.00672200524151,24.731290691829585,15.9
4,112.8567220052414,24.72295735849625,14.9
4,112.86505533857476,24.72295735849625,14.0
4,112.87338867190807,24.72295735849625,13.1
4,112.88172200524144,24.72295735849625,12.3
4,112.89005533857475,24.72295735849625,12.0
4,112.89838867190812,24.72295735849625,12.2
4,112.90672200524143,24.72295735849625,12.3
4,112.9150553385748,24.72295735849625,12.7
4,112.92338867190811,24.72295735849625,12.7
4,112.93172200524148,24.72295735849625,13.0
4,112.9400553385748,24.72295735849625,13.3
4,112.94838867190816,24.72295735849625,13.7
4,112.95672200524147,24.72295735849625,14.1
4,112.96505533857484,24.72295735849625,14.7
4,112.97338867190815,24.72295735849625,15.0
4,112.98172200524152,24.72295735849625,15.3
4,112.99005533857483,24.72295735849625,15.3
4,112.9983886719082,24.72295735849625,15.4
4,113.00672200524151,24.72295735849625,15.8
4,112.84838867190808,24.71462402516292,16.1
4,112.8567220052414,24.71462402516292,15.2
4,112.86505533857476,24.71462402516292,14.3
4,112.87338867190807,24.71462402516292,13.2
4,112.88172200524144,24.71462402516292,12.3
4,112.89005533857475,24.71462402516292,12.0
4,112.89838867190812,24.71462402516292,11.9
4,112.90672200524143,24.71462402516292,12.6
4,112.9150553385748,24.71462402516292,12.9
4,112.92338867190811,24.71462402516292,13.2
4,112.93172200524148,24.71462402516292,13.5
4,112.9400553385748,24.71462402516292,13.7
4,112.94838867190816,24.71462402516292,14.2
4,112.95672200524147,24.71462402516292,14.6
4,112.96505533857484,24.71462402516292,15.1
4,112.97338867190815,24.71462402516292,15.3
4,112.98172200524152,24.71462402516292,15.6
4,112.99005533857483,24.71462402516292,15.5
4,112.9983886719082,24.71462402516292,15.6
4,113.00672200524151,24.71462402516292,15.7
4,112.84838867190808,24.706290691829587,16.6
4,112.8567220052414,24.706290691829587,16.0
4,112.86505533857476,24.706290691829587,15.4
4,112.87338867190807,24.706290691829587,14.9
4,112.88172200524144,24.706290691829587,13.7
4,112.89005533857475,24.706290691829587,12.9
4,112.89838867190812,24.706290691829587,11.9
4,112.90672200524143,24.706290691829587,11.9
4,112.9150553385748,24.706290691829587,12.6
4,112.92338867190811,24.706290691829587,13.2
4,112.93172200524148,24.706290691829587,13.4
4,112.9400553385748,24.706290691829587,13.8
4,112.94838867190816,24.706290691829587,14.0
4,112.95672200524147,24.706290691829587,14.7
4,112.96505533857484,24.706290691829587,15.1
4,112.97338867190815,24.706290691829587,15.1
4,112.98172200524152,24.706290691829587,15.7
4,112.99005533857483,24.706290691829587,15.6
4,112.9983886719082,24.706290691829587,15.7
4,113.00672200524151,24.706290691829587,15.9
4,113.01505533857488,24.706290691829587,16.0
4,112.8567220052414,24.697957358496254,16.6
4,112.86505533857476,24.697957358496254,16.3
4,112.87338867190807,24.697957358496254,15.6
4,112.88172200524144,24.697957358496254,14.5
4,112.89005533857475,24.697957358496254,13.3
4,112.89838867190812,24.697957358496254,12.1
4,112.90672200524143,24.697957358496254,12.1
4,112.9150553385748,24.697957358496254,13.0
4,112.92338867190811,24.697957358496254,13.3
4,112.93172200524148,24.697957358496254,13.8
4,112.9400553385748,24.697957358496254,14.1
4,112.94838867190816,24.697957358496254,14.3
4,112.95672200524147,24.697957358496254,14.8
4,112.96505533857484,24.697957358496254,15.4
4,112.97338867190815,24.697957358496254,15.7
4,112.98172200524152,24.697957358496254,15.9
4,112.99005533857483,24.697957358496254,16.1
4,112.9983886719082,24.697957358496254,16.1
4,113.00672200524151,24.697957358496254,16.0
4,113.01505533857488,24.697957358496254,16.0
4,112.95672200524147,24.68962402516292,14.9
4,112.96505533857484,24.68962402516292,15.2
4,112.97338867190815,24.68962402516292,15.7
4,112.98172200524152,24.68962402516292,16.0
5,112.88172200524144,24.839624025162912,23.7
5,112.89005533857475,24.839624025162912,23.1
5,112.88172200524144,24.83129069182958,23.8
5,112.89005533857475,24.83129069182958,23.2
5,112.89838867190812,24.83129069182958,22.1
5,112.90672200524143,24.83129069182958,21.7
5,112.9150553385748,24.83129069182958,21.5
5,112.88172200524144,24.822957358496247,23.8
5,112.89005533857475,24.822957358496247,23.1
5,112.89838867190812,24.822957358496247,22.2
5,112.90672200524143,24.822957358496247,21.1
5,112.9150553385748,24.822957358496247,20.7
5,112.92338867190811,24.822957358496247,20.4
5,112.93172200524148,24.822957358496247,19.8
5,112.9400553385748,24.822957358496247,19.4
5,112.94838867190816,24.822957358496247,18.8
5,112.95672200524147,24.822957358496247,19.4
5,112.96505533857484,24.822957358496247,20.1
5,112.88172200524144,24.814624025162917,23.8
5,112.89005533857475,24.814624025162917,22.9
5,112.89838867190812,24.814624025162917,22.4
5,112.90672200524143,24.814624025162917,21.4
5,112.9150553385748,24.814624025162917,20.6
5,112.92338867190811,24.814624025162917,19.9
5,112.93172200524148,24.814624025162917,19.6
5,112.9400553385748,24.814624025162917,19.5
5,112.94838867190816,24.814624025162917,19.3
5,112.95672200524147,24.814624025162917,19.5
5,112.96505533857484,24.814624025162917,20.1
5,112.97338867190815,24.814624025162917,20.5
5,112.87338867190807,24.80629069182958,24.3
5,112.88172200524144,24.80629069182958,24.0
5,112.89005533857475,24.80629069182958,23.4
5,112.89838867190812,24.80629069182958,22.7
5,112.90672200524143,24.80629069182958,22.0
5,112.9150553385748,24.80629069182958,21.5
5,112.92338867190811,24.80629069182958,20.8
5,112.93172200524148,24.80629069182958,20.4
5,112.9400553385748,24.80629069182958,19.7
5,112.94838867190816,24.80629069182958,19.4
5,112.95672200524147,24.80629069182958,19.0
5,112.96505533857484,24.80629069182958,19.2
5,112.97338867190815,24.80629069182958,19.8
5,112.98172200524152,24.80629069182958,20.4
5,112.84838867190808,24.797957358496248,24.3
5,112.8567220052414,24.797957358496248,23.6
5,112.86505533857476,24.797957358496248,23.7
5,112.87338867190807,24.797957358496248,23.3
5,112.88172200524144,24.797957358496248,22.5
5,112.89005533857475,24.797957358496248,22.4
5,112.89838867190812,24.797957358496248,21.5
5,112.90672200524143,24.797957358496248,20.9
5,112.9150553385748,24.797957358496248,20.4
5,112.92338867190811,24.797957358496248,20.3
5,112.93172200524148,24.797957358496248,19.4
5,112.9400553385748,24.797957358496248,19.4
5,112.94838867190816,24.797957358496248,19.1
5,112.95672200524147,24.797957358496248,19.1
5,112.96505533857484,24.797957358496248,19.9
5,112.97338867190815,24.797957358496248,20.6
5,112.98172200524152,24.797957358496248,20.8
5,112.84005533857471,24.789624025162915,25.0
5,112.84838867190808,24.789624025162915,24.1
5,112.8567220052414,24.789624025162915,22.9
5,112.86505533857476,24.789624025162915,22.8
5,112.87338867190807,24.789624025162915,22.2
5,112.88172200524144,24.789624025162915,21.5
5,112.89005533857475,24.789624025162915,21.0
5,112.89838867190812,24.789624025162915,21.2
5,112.90672200524143,24.789624025162915,21.1
5,112.9150553385748,24.789624025162915,20.5
5,112.92338867190811,24.789624025162915,19.6
5,112.93172200524148,24.789624025162915,19.1
5,112.9400553385748,24.789624025162915,19.1
5,112.94838867190816,24.789624025162915,19.2
5,112.95672200524147,24.789624025162915,19.7
5,112.96505533857484,24.789624025162915,20.2
5,112.97338867190815,24.789624025162915,21.0
5,112.98172200524152,24.789624025162915,21.7
5,112.84005533857471,24.781290691829582,25.2
5,112.84838867190808,24.781290691829582,24.4
5,112.8567220052414,24.781290691829582,23.9
5,112.86505533857476,24.781290691829582,23.0
5,112.87338867190807,24.781290691829582,22.0
5,112.88172200524144,24.781290691829582,21.6
5,112.89005533857475,24.781290691829582,22.2
5,112.89838867190812,24.781290691829582,22.2
5,112.90672200524143,24.781290691829582,21.3
5,112.9150553385748,24.781290691829582,20.7
5,112.92338867190811,24.781290691829582,20.7
5,112.93172200524148,24.781290691829582,20.6
5,112.9400553385748,24.781290691829582,20.1
5,112.94838867190816,24.781290691829582,19.5
5,112.95672200524147,24.781290691829582,19.8
5,112.96505533857484,24.781290691829582,20.2
5,112.97338867190815,24.781290691829582,20.9
5,112.98172200524152,24.781290691829582,21.9
5,112.84005533857471,24.77295735849625,25.3
5,112.84838867190808,24.77295735849625,24.7
5,112.8567220052414,24.77295735849625,24.1
5,112.86505533857476,24.77295735849625,23.5
5,112.87338867190807,24.77295735849625,22.8
5,112.88172200524144,24.77295735849625,23.1
5,112.89005533857475,24.77295735849625,23.1
5,112.89838867190812,24.77295735849625,22.5
5,112.90672200524143,24.77295735849625,22.2
5,112.9150553385748,24.77295735849625,21.9
5,112.92338867190811,24.77295735849625,21.2
5,112.93172200524148,24.77295735849625,20.4
5,112.9400553385748,24.77295735849625,19.6
5,112.94838867190816,24.77295735849625,19.5
5,112.95672200524147,24.77295735849625,20.4
5,112.96505533857484,24.77295735849625,21.0
5,112.97338867190815,24.77295735849625,21.5
5,112.98172200524152,24.77295735849625,22.0
5,112.84838867190808,24.76462402516292,24.8
5,112.8567220052414,24.76462402516292,24.6
5,112.86505533857476,24.76462402516292,24.3
5,112.87338867190807,24.76462402516292,23.9
5,112.88172200524144,24.76462402516292,23.4
5,112.89005533857475,24.76462402516292,22.6
